type	time	latitude	longitude	altitude (m)	name	desc
T	2013-11-12 13:22:46	50.346044000	-4.083365000	94.1		
T	2013-11-12 13:22:47	50.345995000	-4.083442000	94.3		
T	2013-11-12 13:22:48	50.345952000	-4.083516000	94.5		
T	2013-11-12 13:22:49	50.345910000	-4.083595000	94.7		
T	2013-11-12 13:22:50	50.345865000	-4.083679000	94.9		
T	2013-11-12 13:22:51	50.345823000	-4.083762000	95.1		
T	2013-11-12 13:22:52	50.345779000	-4.083843000	95.4		
T	2013-11-12 13:22:53	50.345731000	-4.083926000	95.7		
T	2013-11-12 13:22:54	50.345685000	-4.084005000	96.0		
T	2013-11-12 13:22:55	50.345643000	-4.084085000	96.3		
T	2013-11-12 13:22:56	50.345603000	-4.084158000	96.6		
T	2013-11-12 13:22:57	50.345564000	-4.084227000	96.9		
T	2013-11-12 13:22:58	50.345528000	-4.084287000	97.2		
T	2013-11-12 13:22:59	50.345492000	-4.084347000	97.5		
T	2013-11-12 13:23:00	50.345443000	-4.084424000	97.9		
T	2013-11-12 13:23:01	50.345402000	-4.084485000	98.2		
T	2013-11-12 13:23:02	50.345357000	-4.084554000	98.5		
T	2013-11-12 13:23:03	50.345309000	-4.084628000	98.7		
T	2013-11-12 13:23:04	50.345262000	-4.084701000	98.8		
T	2013-11-12 13:23:05	50.345218000	-4.084768000	99.0		
T	2013-11-12 13:23:06	50.345174000	-4.084832000	99.2		
T	2013-11-12 13:23:07	50.345126000	-4.084893000	99.3		
T	2013-11-12 13:23:08	50.345084000	-4.084948000	99.5		
T	2013-11-12 13:23:09	50.345037000	-4.085008000	99.7		
T	2013-11-12 13:23:10	50.344983000	-4.085082000	99.9		
T	2013-11-12 13:23:11	50.344937000	-4.085147000	100.1		
T	2013-11-12 13:23:12	50.344889000	-4.085206000	100.3		
T	2013-11-12 13:23:13	50.344844000	-4.085263000	100.5		
T	2013-11-12 13:23:14	50.344797000	-4.085320000	100.7		
T	2013-11-12 13:23:15	50.344745000	-4.085381000	100.9		
T	2013-11-12 13:23:16	50.344694000	-4.085441000	101.2		
T	2013-11-12 13:23:17	50.344646000	-4.085502000	101.4		
T	2013-11-12 13:23:18	50.344601000	-4.085557000	101.7		
T	2013-11-12 13:23:19	50.344558000	-4.085613000	102.0		
T	2013-11-12 13:23:20	50.344521000	-4.085668000	102.2		
T	2013-11-12 13:23:21	50.344482000	-4.085730000	102.4		
T	2013-11-12 13:23:22	50.344445000	-4.085790000	102.6		
T	2013-11-12 13:23:23	50.344400000	-4.085866000	102.9		
T	2013-11-12 13:23:24	50.344354000	-4.085944000	103.2		
T	2013-11-12 13:23:25	50.344304000	-4.086029000	103.5		
T	2013-11-12 13:23:26	50.344267000	-4.086094000	103.8		
T	2013-11-12 13:23:27	50.344226000	-4.086179000	104.1		
T	2013-11-12 13:23:28	50.344184000	-4.086268000	104.3		
T	2013-11-12 13:23:29	50.344151000	-4.086342000	104.4		
T	2013-11-12 13:23:30	50.344114000	-4.086437000	104.4		
T	2013-11-12 13:23:31	50.344086000	-4.086523000	104.4		
T	2013-11-12 13:23:32	50.344056000	-4.086621000	104.4		
T	2013-11-12 13:23:33	50.344027000	-4.086711000	104.4		
T	2013-11-12 13:23:34	50.343995000	-4.086812000	104.4		
T	2013-11-12 13:23:35	50.343967000	-4.086893000	104.4		
T	2013-11-12 13:23:36	50.343940000	-4.086980000	104.5		
T	2013-11-12 13:23:37	50.343915000	-4.087065000	104.5		
T	2013-11-12 13:23:38	50.343893000	-4.087147000	104.5		
T	2013-11-12 13:23:39	50.343867000	-4.087238000	104.5		
T	2013-11-12 13:23:40	50.343842000	-4.087328000	104.5		
T	2013-11-12 13:23:41	50.343815000	-4.087417000	104.5		
T	2013-11-12 13:23:42	50.343778000	-4.087519000	104.7		
T	2013-11-12 13:23:43	50.343745000	-4.087615000	104.7		
T	2013-11-12 13:23:44	50.343718000	-4.087690000	104.6		
T	2013-11-12 13:23:45	50.343686000	-4.087775000	104.4		
T	2013-11-12 13:23:46	50.343649000	-4.087855000	104.3		
T	2013-11-12 13:23:47	50.343608000	-4.087934000	104.1		
T	2013-11-12 13:23:48	50.343566000	-4.088008000	103.8		
T	2013-11-12 13:23:49	50.343524000	-4.088084000	103.5		
T	2013-11-12 13:23:50	50.343481000	-4.088156000	103.2		
T	2013-11-12 13:23:51	50.343436000	-4.088232000	102.9		
T	2013-11-12 13:23:52	50.343392000	-4.088303000	102.6		
T	2013-11-12 13:23:53	50.343355000	-4.088364000	102.3		
T	2013-11-12 13:23:54	50.343315000	-4.088433000	102.0		
T	2013-11-12 13:23:55	50.343268000	-4.088507000	101.7		
T	2013-11-12 13:23:56	50.343219000	-4.088576000	101.5		
T	2013-11-12 13:23:57	50.343172000	-4.088651000	101.2		
T	2013-11-12 13:23:58	50.343124000	-4.088732000	100.8		
T	2013-11-12 13:23:59	50.343081000	-4.088815000	100.6		
T	2013-11-12 13:24:00	50.343049000	-4.088887000	100.3		
T	2013-11-12 13:24:01	50.343029000	-4.088932000	100.2		
T	2013-11-12 13:24:02	50.343012000	-4.088973000	100.1		
T	2013-11-12 13:24:03	50.343000000	-4.089018000	99.9		
T	2013-11-12 13:24:04	50.342981000	-4.089079000	99.7		
T	2013-11-12 13:24:05	50.342953000	-4.089154000	99.5		
T	2013-11-12 13:24:06	50.342920000	-4.089240000	99.2		
T	2013-11-12 13:24:07	50.342885000	-4.089345000	98.7		
T	2013-11-12 13:24:08	50.342850000	-4.089460000	98.0		
T	2013-11-12 13:24:09	50.342815000	-4.089588000	97.3		
T	2013-11-12 13:24:10	50.342774000	-4.089723000	96.9		
T	2013-11-12 13:24:11	50.342734000	-4.089853000	96.5		
T	2013-11-12 13:24:12	50.342678000	-4.090000000	96.1		
T	2013-11-12 13:24:13	50.342622000	-4.090144000	95.7		
T	2013-11-12 13:24:14	50.342550000	-4.090304000	95.3		
T	2013-11-12 13:24:15	50.342470000	-4.090465000	94.8		
T	2013-11-12 13:24:16	50.342387000	-4.090624000	94.4		
T	2013-11-12 13:24:17	50.342298000	-4.090782000	93.9		
T	2013-11-12 13:24:18	50.342218000	-4.090928000	93.5		
T	2013-11-12 13:24:19	50.342135000	-4.091065000	93.2		
T	2013-11-12 13:24:20	50.342050000	-4.091189000	92.6		
T	2013-11-12 13:24:21	50.341961000	-4.091304000	91.9		
T	2013-11-12 13:24:22	50.341876000	-4.091410000	91.5		
T	2013-11-12 13:24:23	50.341800000	-4.091506000	91.1		
T	2013-11-12 13:24:24	50.341724000	-4.091596000	90.6		
T	2013-11-12 13:24:25	50.341649000	-4.091683000	90.1		
T	2013-11-12 13:24:26	50.341575000	-4.091772000	89.6		
T	2013-11-12 13:24:27	50.341504000	-4.091861000	89.2		
T	2013-11-12 13:24:28	50.341433000	-4.091955000	88.7		
T	2013-11-12 13:24:29	50.341362000	-4.092049000	88.2		
T	2013-11-12 13:24:30	50.341288000	-4.092144000	87.6		
T	2013-11-12 13:24:31	50.341212000	-4.092244000	86.9		
T	2013-11-12 13:24:32	50.341138000	-4.092346000	86.1		
T	2013-11-12 13:24:33	50.341064000	-4.092454000	85.3		
T	2013-11-12 13:24:34	50.340992000	-4.092566000	84.6		
T	2013-11-12 13:24:35	50.340922000	-4.092682000	83.8		
T	2013-11-12 13:24:36	50.340854000	-4.092805000	83.1		
T	2013-11-12 13:24:37	50.340787000	-4.092932000	82.4		
T	2013-11-12 13:24:38	50.340724000	-4.093063000	82.1		
T	2013-11-12 13:24:39	50.340659000	-4.093198000	81.8		
T	2013-11-12 13:24:40	50.340602000	-4.093335000	81.7		
T	2013-11-12 13:24:41	50.340546000	-4.093479000	81.6		
T	2013-11-12 13:24:42	50.340495000	-4.093613000	81.5		
T	2013-11-12 13:24:43	50.340439000	-4.093761000	81.4		
T	2013-11-12 13:24:44	50.340385000	-4.093906000	81.6		
T	2013-11-12 13:24:45	50.340330000	-4.094065000	82.3		
T	2013-11-12 13:24:46	50.340281000	-4.094209000	82.8		
T	2013-11-12 13:24:47	50.340236000	-4.094341000	83.3		
T	2013-11-12 13:24:48	50.340191000	-4.094483000	83.7		
T	2013-11-12 13:24:49	50.340152000	-4.094605000	84.1		
T	2013-11-12 13:24:50	50.340112000	-4.094746000	84.7		
T	2013-11-12 13:24:51	50.340071000	-4.094888000	85.3		
T	2013-11-12 13:24:52	50.340025000	-4.095012000	85.8		
T	2013-11-12 13:24:53	50.339974000	-4.095129000	86.3		
T	2013-11-12 13:24:54	50.339902000	-4.095233000	86.6		
T	2013-11-12 13:24:55	50.339832000	-4.095333000	87.0		
T	2013-11-12 13:24:56	50.339759000	-4.095418000	87.2		
T	2013-11-12 13:24:57	50.339691000	-4.095487000	87.3		
T	2013-11-12 13:24:58	50.339625000	-4.095540000	87.4		
T	2013-11-12 13:24:59	50.339557000	-4.095585000	87.6		
T	2013-11-12 13:25:00	50.339483000	-4.095629000	88.3		
T	2013-11-12 13:25:01	50.339409000	-4.095668000	88.9		
T	2013-11-12 13:25:02	50.339338000	-4.095704000	89.6		
T	2013-11-12 13:25:03	50.339271000	-4.095737000	90.2		
T	2013-11-12 13:25:04	50.339216000	-4.095764000	90.7		
T	2013-11-12 13:25:05	50.339164000	-4.095791000	91.1		
T	2013-11-12 13:25:06	50.339116000	-4.095815000	91.6		
T	2013-11-12 13:25:07	50.339065000	-4.095841000	92.1		
T	2013-11-12 13:25:08	50.339023000	-4.095861000	92.5		
T	2013-11-12 13:25:09	50.338983000	-4.095882000	92.8		
T	2013-11-12 13:25:10	50.338948000	-4.095905000	93.2		
T	2013-11-12 13:25:11	50.338913000	-4.095928000	93.5		
T	2013-11-12 13:25:12	50.338877000	-4.095947000	93.9		
T	2013-11-12 13:25:13	50.338840000	-4.095967000	94.3		
T	2013-11-12 13:25:14	50.338800000	-4.095988000	94.7		
T	2013-11-12 13:25:15	50.338762000	-4.096010000	95.0		
T	2013-11-12 13:25:16	50.338724000	-4.096034000	95.3		
T	2013-11-12 13:25:17	50.338686000	-4.096057000	95.5		
T	2013-11-12 13:25:18	50.338649000	-4.096080000	95.7		
T	2013-11-12 13:25:19	50.338607000	-4.096103000	95.8		
T	2013-11-12 13:25:20	50.338569000	-4.096126000	96.0		
T	2013-11-12 13:25:21	50.338529000	-4.096148000	96.2		
T	2013-11-12 13:25:22	50.338492000	-4.096170000	96.4		
T	2013-11-12 13:25:23	50.338453000	-4.096189000	96.5		
T	2013-11-12 13:25:24	50.338416000	-4.096209000	96.7		
T	2013-11-12 13:25:25	50.338377000	-4.096228000	96.8		
T	2013-11-12 13:25:26	50.338336000	-4.096246000	97.0		
T	2013-11-12 13:25:27	50.338293000	-4.096265000	97.1		
T	2013-11-12 13:25:28	50.338250000	-4.096281000	97.3		
T	2013-11-12 13:25:29	50.338205000	-4.096295000	97.5		
T	2013-11-12 13:25:30	50.338160000	-4.096303000	97.6		
T	2013-11-12 13:25:31	50.338113000	-4.096306000	97.7		
T	2013-11-12 13:25:32	50.338063000	-4.096307000	97.8		
T	2013-11-12 13:25:33	50.338014000	-4.096301000	97.9		
T	2013-11-12 13:25:34	50.337963000	-4.096289000	98.0		
T	2013-11-12 13:25:35	50.337911000	-4.096273000	98.1		
T	2013-11-12 13:25:36	50.337856000	-4.096254000	98.2		
T	2013-11-12 13:25:37	50.337799000	-4.096236000	98.3		
T	2013-11-12 13:25:38	50.337739000	-4.096219000	98.4		
T	2013-11-12 13:25:39	50.337682000	-4.096200000	98.5		
T	2013-11-12 13:25:40	50.337623000	-4.096180000	98.6		
T	2013-11-12 13:25:41	50.337560000	-4.096160000	98.7		
T	2013-11-12 13:25:42	50.337494000	-4.096137000	98.9		
T	2013-11-12 13:25:43	50.337429000	-4.096116000	99.0		
T	2013-11-12 13:25:44	50.337363000	-4.096099000	99.2		
T	2013-11-12 13:25:45	50.337294000	-4.096084000	99.4		
T	2013-11-12 13:25:46	50.337224000	-4.096069000	99.6		
T	2013-11-12 13:25:47	50.337156000	-4.096053000	99.8		
T	2013-11-12 13:25:48	50.337092000	-4.096036000	100.0		
T	2013-11-12 13:25:49	50.337029000	-4.096019000	99.9		
T	2013-11-12 13:25:50	50.336970000	-4.095999000	99.8		
T	2013-11-12 13:25:51	50.336912000	-4.095981000	99.7		
T	2013-11-12 13:25:52	50.336862000	-4.096002000	99.6		
T	2013-11-12 13:25:53	50.336829000	-4.096048000	99.5		
T	2013-11-12 13:25:54	50.336805000	-4.096110000	99.4		
T	2013-11-12 13:25:55	50.336780000	-4.096179000	99.3		
T	2013-11-12 13:25:56	50.336754000	-4.096255000	99.2		
T	2013-11-12 13:25:57	50.336729000	-4.096337000	99.2		
T	2013-11-12 13:25:58	50.336706000	-4.096422000	99.2		
T	2013-11-12 13:25:59	50.336687000	-4.096512000	99.2		
T	2013-11-12 13:26:00	50.336673000	-4.096604000	99.2		
T	2013-11-12 13:26:01	50.336662000	-4.096698000	99.3		
T	2013-11-12 13:26:02	50.336654000	-4.096794000	99.3		
T	2013-11-12 13:26:03	50.336640000	-4.096881000	99.3		
T	2013-11-12 13:26:04	50.336618000	-4.096978000	99.3		
T	2013-11-12 13:26:05	50.336595000	-4.097075000	99.2		
T	2013-11-12 13:26:06	50.336573000	-4.097164000	99.2		
T	2013-11-12 13:26:07	50.336549000	-4.097252000	99.1		
T	2013-11-12 13:26:08	50.336523000	-4.097347000	99.1		
T	2013-11-12 13:26:09	50.336501000	-4.097433000	99.0		
T	2013-11-12 13:26:10	50.336474000	-4.097531000	99.0		
T	2013-11-12 13:26:11	50.336442000	-4.097645000	98.8		
T	2013-11-12 13:26:12	50.336410000	-4.097752000	98.7		
T	2013-11-12 13:26:13	50.336378000	-4.097853000	98.6		
T	2013-11-12 13:26:14	50.336346000	-4.097955000	98.5		
T	2013-11-12 13:26:15	50.336314000	-4.098062000	98.5		
T	2013-11-12 13:26:16	50.336284000	-4.098160000	98.5		
T	2013-11-12 13:26:17	50.336250000	-4.098264000	98.4		
T	2013-11-12 13:26:18	50.336215000	-4.098373000	98.4		
T	2013-11-12 13:26:19	50.336185000	-4.098474000	98.3		
T	2013-11-12 13:26:20	50.336159000	-4.098571000	98.3		
T	2013-11-12 13:26:21	50.336138000	-4.098659000	98.3		
T	2013-11-12 13:26:22	50.336113000	-4.098762000	98.4		
T	2013-11-12 13:26:23	50.336092000	-4.098849000	98.4		
T	2013-11-12 13:26:24	50.336067000	-4.098961000	98.4		
T	2013-11-12 13:26:25	50.336043000	-4.099072000	98.4		
T	2013-11-12 13:26:26	50.336015000	-4.099186000	98.4		
T	2013-11-12 13:26:27	50.335992000	-4.099298000	98.4		
T	2013-11-12 13:26:28	50.335970000	-4.099416000	98.5		
T	2013-11-12 13:26:29	50.335950000	-4.099529000	98.5		
T	2013-11-12 13:26:30	50.335931000	-4.099628000	98.5		
T	2013-11-12 13:26:31	50.335909000	-4.099737000	98.5		
T	2013-11-12 13:26:32	50.335888000	-4.099842000	98.6		
T	2013-11-12 13:26:33	50.335865000	-4.099953000	98.6		
T	2013-11-12 13:26:34	50.335851000	-4.100044000	98.6		
T	2013-11-12 13:26:35	50.335834000	-4.100165000	98.7		
T	2013-11-12 13:26:36	50.335823000	-4.100261000	98.8		
T	2013-11-12 13:26:37	50.335808000	-4.100372000	98.8		
T	2013-11-12 13:26:38	50.335797000	-4.100492000	98.9		
T	2013-11-12 13:26:39	50.335787000	-4.100592000	99.0		
T	2013-11-12 13:26:40	50.335776000	-4.100704000	99.1		
T	2013-11-12 13:26:41	50.335767000	-4.100807000	99.2		
T	2013-11-12 13:26:42	50.335758000	-4.100912000	99.2		
T	2013-11-12 13:26:43	50.335750000	-4.101010000	99.3		
T	2013-11-12 13:26:44	50.335738000	-4.101115000	99.4		
T	2013-11-12 13:26:45	50.335729000	-4.101207000	99.4		
T	2013-11-12 13:26:46	50.335712000	-4.101319000	99.4		
T	2013-11-12 13:26:47	50.335693000	-4.101423000	99.4		
T	2013-11-12 13:26:48	50.335668000	-4.101525000	99.3		
T	2013-11-12 13:26:49	50.335632000	-4.101609000	99.2		
T	2013-11-12 13:26:50	50.335592000	-4.101694000	99.2		
T	2013-11-12 13:26:51	50.335548000	-4.101785000	99.1		
T	2013-11-12 13:26:52	50.335495000	-4.101884000	99.0		
T	2013-11-12 13:26:53	50.335436000	-4.101972000	98.9		
T	2013-11-12 13:26:54	50.335373000	-4.102060000	98.8		
T	2013-11-12 13:26:55	50.335306000	-4.102142000	98.7		
T	2013-11-12 13:26:56	50.335236000	-4.102219000	98.5		
T	2013-11-12 13:26:57	50.335179000	-4.102282000	98.5		
T	2013-11-12 13:26:58	50.335116000	-4.102341000	98.3		
T	2013-11-12 13:26:59	50.335035000	-4.102420000	98.2		
T	2013-11-12 13:27:00	50.334964000	-4.102487000	98.1		
T	2013-11-12 13:27:01	50.334893000	-4.102545000	98.0		
T	2013-11-12 13:27:02	50.334824000	-4.102606000	97.9		
T	2013-11-12 13:27:03	50.334751000	-4.102674000	97.9		
T	2013-11-12 13:27:04	50.334678000	-4.102742000	97.8		
T	2013-11-12 13:27:05	50.334600000	-4.102818000	97.8		
T	2013-11-12 13:27:06	50.334528000	-4.102895000	97.8		
T	2013-11-12 13:27:07	50.334457000	-4.102972000	97.8		
T	2013-11-12 13:27:08	50.334387000	-4.103049000	97.8		
T	2013-11-12 13:27:09	50.334317000	-4.103125000	97.8		
T	2013-11-12 13:27:10	50.334253000	-4.103194000	97.8		
T	2013-11-12 13:27:11	50.334186000	-4.103263000	97.9		
T	2013-11-12 13:27:12	50.334111000	-4.103339000	97.9		
T	2013-11-12 13:27:13	50.334049000	-4.103411000	98.1		
T	2013-11-12 13:27:14	50.333984000	-4.103488000	98.2		
T	2013-11-12 13:27:15	50.333920000	-4.103563000	98.4		
T	2013-11-12 13:27:16	50.333861000	-4.103634000	98.6		
T	2013-11-12 13:27:17	50.333800000	-4.103712000	98.9		
T	2013-11-12 13:27:18	50.333734000	-4.103784000	99.1		
T	2013-11-12 13:27:19	50.333665000	-4.103854000	99.2		
T	2013-11-12 13:27:20	50.333603000	-4.103916000	99.4		
T	2013-11-12 13:27:21	50.333534000	-4.103989000	99.6		
T	2013-11-12 13:27:22	50.333473000	-4.104048000	99.7		
T	2013-11-12 13:27:23	50.333432000	-4.104132000	99.9		
T	2013-11-12 13:27:24	50.333396000	-4.104214000	100.1		
T	2013-11-12 13:27:25	50.333382000	-4.104295000	100.3		
T	2013-11-12 13:27:26	50.333373000	-4.104374000	100.5		
T	2013-11-12 13:27:27	50.333360000	-4.104462000	100.7		
T	2013-11-12 13:27:28	50.333343000	-4.104551000	100.9		
T	2013-11-12 13:27:29	50.333326000	-4.104644000	101.1		
T	2013-11-12 13:27:30	50.333308000	-4.104744000	101.2		
T	2013-11-12 13:27:31	50.333295000	-4.104840000	101.3		
T	2013-11-12 13:27:32	50.333289000	-4.104928000	101.4		
T	2013-11-12 13:27:33	50.333288000	-4.105015000	101.5		
T	2013-11-12 13:27:34	50.333290000	-4.105094000	101.6		
T	2013-11-12 13:27:35	50.333293000	-4.105177000	101.7		
T	2013-11-12 13:27:36	50.333309000	-4.105262000	101.8		
T	2013-11-12 13:27:37	50.333327000	-4.105359000	101.9		
T	2013-11-12 13:27:38	50.333343000	-4.105455000	102.0		
T	2013-11-12 13:27:39	50.333360000	-4.105543000	102.0		
T	2013-11-12 13:27:40	50.333377000	-4.105623000	102.0		
T	2013-11-12 13:27:41	50.333396000	-4.105702000	102.0		
T	2013-11-12 13:27:42	50.333415000	-4.105782000	102.0		
T	2013-11-12 13:27:43	50.333431000	-4.105859000	102.0		
T	2013-11-12 13:27:44	50.333445000	-4.105939000	102.0		
T	2013-11-12 13:27:45	50.333454000	-4.106021000	102.0		
T	2013-11-12 13:27:46	50.333461000	-4.106110000	102.0		
T	2013-11-12 13:27:47	50.333465000	-4.106196000	102.0		
T	2013-11-12 13:27:48	50.333454000	-4.106281000	101.9		
T	2013-11-12 13:27:49	50.333428000	-4.106361000	101.7		
T	2013-11-12 13:27:50	50.333400000	-4.106437000	101.6		
T	2013-11-12 13:27:51	50.333370000	-4.106512000	101.5		
T	2013-11-12 13:27:52	50.333339000	-4.106584000	101.4		
T	2013-11-12 13:27:53	50.333308000	-4.106653000	101.3		
T	2013-11-12 13:27:54	50.333275000	-4.106723000	101.3		
T	2013-11-12 13:27:55	50.333241000	-4.106794000	101.4		
T	2013-11-12 13:27:56	50.333207000	-4.106867000	101.5		
T	2013-11-12 13:27:57	50.333172000	-4.106943000	101.6		
T	2013-11-12 13:27:58	50.333143000	-4.107012000	101.7		
T	2013-11-12 13:27:59	50.333115000	-4.107088000	101.8		
T	2013-11-12 13:28:00	50.333087000	-4.107180000	101.9		
T	2013-11-12 13:28:01	50.333063000	-4.107263000	102.0		
T	2013-11-12 13:28:02	50.333041000	-4.107345000	102.1		
T	2013-11-12 13:28:03	50.333020000	-4.107438000	102.2		
T	2013-11-12 13:28:04	50.333003000	-4.107538000	102.3		
T	2013-11-12 13:28:05	50.332995000	-4.107613000	102.3		
T	2013-11-12 13:28:06	50.332984000	-4.107688000	102.4		
T	2013-11-12 13:28:07	50.332976000	-4.107752000	102.4		
T	2013-11-12 13:28:08	50.332967000	-4.107805000	102.5		
T	2013-11-12 13:28:09	50.332962000	-4.107847000	102.5		
T	2013-11-12 13:30:18	50.332968000	-4.107947000	102.4		
T	2013-11-12 13:30:20	50.332969000	-4.108000000	102.2		
T	2013-11-12 13:30:22	50.332957000	-4.108098000	102.1		
T	2013-11-12 13:30:23	50.332947000	-4.108193000	101.9		
T	2013-11-12 13:30:24	50.332932000	-4.108288000	101.9		
T	2013-11-12 13:30:25	50.332916000	-4.108376000	101.9		
T	2013-11-12 13:30:26	50.332898000	-4.108485000	101.7		
T	2013-11-12 13:30:27	50.332878000	-4.108601000	101.5		
T	2013-11-12 13:30:28	50.332856000	-4.108708000	101.4		
T	2013-11-12 13:30:29	50.332830000	-4.108818000	101.3		
T	2013-11-12 13:30:30	50.332802000	-4.108944000	101.1		
T	2013-11-12 13:30:31	50.332781000	-4.109042000	101.1		
T	2013-11-12 13:30:32	50.332763000	-4.109138000	101.0		
T	2013-11-12 13:30:33	50.332739000	-4.109264000	100.9		
T	2013-11-12 13:30:34	50.332716000	-4.109374000	100.8		
T	2013-11-12 13:30:35	50.332689000	-4.109495000	100.8		
T	2013-11-12 13:30:36	50.332665000	-4.109641000	100.6		
T	2013-11-12 13:30:37	50.332662000	-4.109767000	100.0		
T	2013-11-12 13:30:38	50.332664000	-4.109917000	99.3		
T	2013-11-12 13:30:39	50.332677000	-4.110062000	98.6		
T	2013-11-12 13:30:40	50.332691000	-4.110216000	97.8		
T	2013-11-12 13:30:41	50.332706000	-4.110386000	96.9		
T	2013-11-12 13:30:42	50.332729000	-4.110584000	96.0		
T	2013-11-12 13:30:43	50.332761000	-4.110792000	95.0		
T	2013-11-12 13:30:44	50.332798000	-4.110999000	93.9		
T	2013-11-12 13:30:45	50.332839000	-4.111212000	92.8		
T	2013-11-12 13:30:46	50.332886000	-4.111421000	91.0		
T	2013-11-12 13:30:47	50.332939000	-4.111617000	89.1		
T	2013-11-12 13:30:48	50.332994000	-4.111809000	87.1		
T	2013-11-12 13:30:49	50.333050000	-4.111996000	85.3		
T	2013-11-12 13:30:50	50.333107000	-4.112192000	83.7		
T	2013-11-12 13:30:51	50.333161000	-4.112380000	82.4		
T	2013-11-12 13:30:52	50.333211000	-4.112555000	81.3		
T	2013-11-12 13:30:53	50.333261000	-4.112736000	80.4		
T	2013-11-12 13:30:54	50.333313000	-4.112917000	79.6		
T	2013-11-12 13:30:55	50.333370000	-4.113110000	78.3		
T	2013-11-12 13:30:56	50.333422000	-4.113276000	77.3		
T	2013-11-12 13:30:57	50.333472000	-4.113439000	76.3		
T	2013-11-12 13:30:58	50.333531000	-4.113620000	75.2		
T	2013-11-12 13:30:59	50.333589000	-4.113800000	74.1		
T	2013-11-12 13:31:00	50.333636000	-4.113954000	73.3		
T	2013-11-12 13:31:01	50.333690000	-4.114114000	72.4		
T	2013-11-12 13:31:02	50.333728000	-4.114255000	71.6		
T	2013-11-12 13:31:03	50.333768000	-4.114413000	70.7		
T	2013-11-12 13:31:04	50.333796000	-4.114544000	69.8		
T	2013-11-12 13:31:05	50.333823000	-4.114709000	68.1		
T	2013-11-12 13:31:06	50.333847000	-4.114893000	66.0		
T	2013-11-12 13:31:07	50.333882000	-4.115107000	63.5		
T	2013-11-12 13:31:08	50.333913000	-4.115310000	61.3		
T	2013-11-12 13:31:09	50.333941000	-4.115523000	59.2		
T	2013-11-12 13:31:10	50.333968000	-4.115715000	57.4		
T	2013-11-12 13:31:11	50.333995000	-4.115913000	55.6		
T	2013-11-12 13:31:12	50.334029000	-4.116126000	53.7		
T	2013-11-12 13:31:13	50.334062000	-4.116311000	51.9		
T	2013-11-12 13:31:14	50.334091000	-4.116484000	49.9		
T	2013-11-12 13:31:15	50.334131000	-4.116675000	47.7		
T	2013-11-12 13:31:16	50.334168000	-4.116849000	45.7		
T	2013-11-12 13:31:17	50.334178000	-4.117006000	43.9		
T	2013-11-12 13:31:18	50.334200000	-4.117178000	42.0		
T	2013-11-12 13:31:19	50.334224000	-4.117349000	40.2		
T	2013-11-12 13:31:20	50.334257000	-4.117527000	38.3		
T	2013-11-12 13:31:21	50.334299000	-4.117708000	36.5		
T	2013-11-12 13:31:22	50.334349000	-4.117890000	34.7		
T	2013-11-12 13:31:23	50.334402000	-4.118072000	32.6		
T	2013-11-12 13:31:24	50.334473000	-4.118220000	31.0		
T	2013-11-12 13:31:25	50.334546000	-4.118362000	29.5		
T	2013-11-12 13:31:26	50.334619000	-4.118492000	27.7		
T	2013-11-12 13:31:27	50.334686000	-4.118606000	25.6		
T	2013-11-12 13:31:28	50.334743000	-4.118713000	23.7		
T	2013-11-12 13:31:29	50.334791000	-4.118810000	22.1		
T	2013-11-12 13:31:30	50.334815000	-4.118917000	20.8		
T	2013-11-12 13:31:31	50.334814000	-4.119033000	19.5		
T	2013-11-12 13:31:32	50.334810000	-4.119159000	18.3		
T	2013-11-12 13:31:33	50.334782000	-4.119299000	17.1		
T	2013-11-12 13:31:34	50.334747000	-4.119448000	15.9		
T	2013-11-12 13:31:35	50.334710000	-4.119590000	14.7		
T	2013-11-12 13:31:36	50.334671000	-4.119725000	13.9		
T	2013-11-12 13:31:38	50.334638000	-4.119843000	13.1		
T	2013-11-12 13:31:39	50.334590000	-4.119966000	12.3		
T	2013-11-12 13:31:40	50.334528000	-4.120121000	10.4		
T	2013-11-12 13:31:41	50.334470000	-4.120175000	9.5		
T	2013-11-12 13:31:42	50.334399000	-4.120197000	8.8		
T	2013-11-12 13:31:43	50.334328000	-4.120188000	8.3		
T	2013-11-12 13:31:44	50.334271000	-4.120155000	8.2		
T	2013-11-12 13:31:45	50.334221000	-4.120117000	8.1		
T	2013-11-12 13:31:46	50.334170000	-4.120075000	8.0		
T	2013-11-12 13:31:47	50.334112000	-4.120029000	7.8		
T	2013-11-12 13:31:48	50.334061000	-4.119986000	7.7		
T	2013-11-12 13:31:49	50.334016000	-4.119925000	7.7		
T	2013-11-12 13:31:50	50.333976000	-4.119869000	7.7		
T	2013-11-12 13:31:51	50.333934000	-4.119815000	7.6		
T	2013-11-12 13:31:52	50.333895000	-4.119767000	7.5		
T	2013-11-12 13:31:53	50.333850000	-4.119712000	7.4		
T	2013-11-12 13:31:54	50.333807000	-4.119660000	7.2		
T	2013-11-12 13:31:55	50.333762000	-4.119609000	7.0		
T	2013-11-12 13:31:56	50.333715000	-4.119560000	7.2		
T	2013-11-12 13:31:57	50.333666000	-4.119510000	7.6		
T	2013-11-12 13:31:58	50.333621000	-4.119460000	8.2		
T	2013-11-12 13:31:59	50.333578000	-4.119412000	8.6		
