type	time	latitude	longitude	altitude (m)	name	desc
T	2013-11-12 13:32:00	50.333536000	-4.119360000	9.2		
T	2013-11-12 13:32:01	50.333499000	-4.119312000	9.7		
T	2013-11-12 13:32:02	50.333449000	-4.119253000	10.3		
T	2013-11-12 13:32:03	50.333407000	-4.119203000	10.9		
T	2013-11-12 13:32:04	50.333363000	-4.119144000	11.5		
T	2013-11-12 13:32:05	50.333344000	-4.119100000	12.1		
T	2013-11-12 13:32:06	50.333318000	-4.119050000	12.7		
T	2013-11-12 13:32:07	50.333297000	-4.119006000	13.3		
T	2013-11-12 13:32:08	50.333256000	-4.118996000	13.2		
T	2013-11-12 13:32:09	50.333226000	-4.118973000	13.4		
T	2013-11-12 13:32:10	50.333191000	-4.118946000	13.6		
T	2013-11-12 13:32:11	50.333158000	-4.118924000	13.7		
T	2013-11-12 13:32:12	50.333121000	-4.118903000	13.8		
T	2013-11-12 13:32:13	50.333078000	-4.118881000	13.9		
T	2013-11-12 13:32:14	50.333032000	-4.118854000	14.1		
T	2013-11-12 13:32:15	50.332991000	-4.118834000	14.1		
T	2013-11-12 13:32:16	50.332950000	-4.118809000	14.3		
T	2013-11-12 13:32:17	50.332907000	-4.118778000	10.8		
T	2013-11-12 13:32:18	50.332859000	-4.118744000	15.2		
T	2013-11-12 13:32:19	50.332815000	-4.118715000	15.7		
T	2013-11-12 13:32:20	50.332772000	-4.118689000	16.2		
T	2013-11-12 13:32:21	50.332732000	-4.118665000	16.7		
T	2013-11-12 13:32:22	50.332690000	-4.118641000	17.2		
T	2013-11-12 13:32:23	50.332649000	-4.118620000	17.6		
T	2013-11-12 13:32:24	50.332611000	-4.118602000	18.0		
T	2013-11-12 13:32:25	50.332567000	-4.118584000	18.4		
T	2013-11-12 13:32:26	50.332522000	-4.118563000	18.8		
T	2013-11-12 13:32:27	50.332479000	-4.118540000	19.3		
T	2013-11-12 13:32:28	50.332436000	-4.118521000	19.7		
T	2013-11-12 13:32:29	50.332389000	-4.118504000	20.1		
T	2013-11-12 13:32:30	50.332340000	-4.118492000	20.5		
T	2013-11-12 13:32:31	50.332290000	-4.118483000	20.7		
T	2013-11-12 13:32:32	50.332235000	-4.118473000	21.0		
T	2013-11-12 13:32:33	50.332175000	-4.118457000	21.4		
T	2013-11-12 13:32:34	50.332117000	-4.118441000	21.9		
T	2013-11-12 13:32:35	50.332060000	-4.118425000	22.3		
T	2013-11-12 13:32:36	50.332008000	-4.118410000	22.7		
T	2013-11-12 13:32:37	50.331957000	-4.118400000	23.0		
T	2013-11-12 13:32:38	50.331919000	-4.118394000	23.2		
T	2013-11-12 13:32:39	50.331889000	-4.118402000	23.1		
T	2013-11-12 13:32:40	50.331861000	-4.118410000	23.0		
T	2013-11-12 13:32:41	50.331827000	-4.118425000	22.8		
T	2013-11-12 13:32:42	50.331795000	-4.118438000	22.6		
T	2013-11-12 13:32:43	50.331761000	-4.118447000	22.5		
T	2013-11-12 13:32:44	50.331724000	-4.118457000	22.4		
T	2013-11-12 13:32:45	50.331686000	-4.118466000	22.3		
T	2013-11-12 13:32:46	50.331646000	-4.118471000	22.2		
T	2013-11-12 13:32:47	50.331608000	-4.118480000	22.1		
T	2013-11-12 13:32:48	50.331563000	-4.118492000	22.0		
T	2013-11-12 13:32:49	50.331522000	-4.118507000	21.7		
T	2013-11-12 13:32:50	50.331484000	-4.118522000	21.5		
T	2013-11-12 13:32:51	50.331445000	-4.118538000	21.2		
T	2013-11-12 13:32:52	50.331403000	-4.118552000	21.0		
T	2013-11-12 13:32:53	50.331359000	-4.118559000	20.9		
T	2013-11-12 13:32:54	50.331315000	-4.118561000	21.0		
T	2013-11-12 13:32:55	50.331267000	-4.118561000	21.1		
T	2013-11-12 13:32:56	50.331215000	-4.118557000	21.1		
T	2013-11-12 13:32:57	50.331163000	-4.118548000	21.1		
T	2013-11-12 13:32:58	50.331113000	-4.118536000	21.2		
T	2013-11-12 13:32:59	50.331062000	-4.118522000	21.4		
T	2013-11-12 13:33:00	50.331013000	-4.118506000	21.5		
T	2013-11-12 13:33:01	50.330962000	-4.118489000	21.7		
T	2013-11-12 13:33:02	50.330910000	-4.118470000	22.0		
T	2013-11-12 13:33:03	50.330856000	-4.118447000	22.3		
T	2013-11-12 13:33:04	50.330799000	-4.118425000	22.5		
T	2013-11-12 13:33:05	50.330742000	-4.118408000	22.7		
T	2013-11-12 13:33:06	50.330685000	-4.118391000	22.8		
T	2013-11-12 13:33:07	50.330628000	-4.118376000	22.9		
T	2013-11-12 13:33:08	50.330571000	-4.118356000	23.1		
T	2013-11-12 13:33:09	50.330515000	-4.118340000	23.2		
T	2013-11-12 13:33:10	50.330456000	-4.118328000	23.2		
T	2013-11-12 13:33:11	50.330390000	-4.118319000	23.1		
T	2013-11-12 13:33:12	50.330327000	-4.118316000	22.8		
T	2013-11-12 13:33:13	50.330253000	-4.118312000	22.5		
T	2013-11-12 13:33:14	50.330161000	-4.118301000	22.2		
T	2013-11-12 13:33:15	50.330080000	-4.118297000	21.8		
T	2013-11-12 13:33:16	50.329994000	-4.118296000	21.4		
T	2013-11-12 13:33:17	50.329904000	-4.118304000	20.7		
T	2013-11-12 13:33:18	50.329803000	-4.118321000	19.9		
T	2013-11-12 13:33:19	50.329706000	-4.118380000	18.4		
T	2013-11-12 13:33:20	50.329599000	-4.118450000	16.8		
T	2013-11-12 13:33:21	50.329488000	-4.118520000	16.5		
T	2013-11-12 13:33:22	50.329376000	-4.118577000	16.7		
T	2013-11-12 13:33:23	50.329263000	-4.118625000	17.2		
T	2013-11-12 13:33:24	50.329147000	-4.118668000	17.8		
T	2013-11-12 13:33:25	50.329025000	-4.118711000	18.5		
T	2013-11-12 13:33:26	50.328907000	-4.118759000	13.5		
T	2013-11-12 13:33:27	50.328800000	-4.118849000	12.7		
T	2013-11-12 13:33:28	50.328699000	-4.118953000	19.5		
T	2013-11-12 13:33:29	50.328634000	-4.119097000	18.7		
T	2013-11-12 13:33:30	50.328569000	-4.119246000	17.8		
T	2013-11-12 13:33:31	50.328502000	-4.119408000	16.7		
T	2013-11-12 13:33:32	50.328539000	-4.119624000	13.9		
T	2013-11-12 13:33:33	50.328520000	-4.119815000	12.5		
T	2013-11-12 13:33:34	50.328499000	-4.120007000	11.0		
T	2013-11-12 13:33:35	50.328470000	-4.120195000	9.6		
T	2013-11-12 13:33:36	50.328416000	-4.120375000	8.4		
T	2013-11-12 13:33:37	50.328364000	-4.120542000	9.3		
T	2013-11-12 13:33:38	50.328321000	-4.120696000	8.5		
T	2013-11-12 13:33:39	50.328285000	-4.120836000	8.9		
T	2013-11-12 13:33:40	50.328256000	-4.120979000	9.3		
T	2013-11-12 13:33:41	50.328234000	-4.121106000	9.5		
T	2013-11-12 13:33:42	50.328212000	-4.121212000	9.8		
T	2013-11-12 13:33:43	50.328192000	-4.121302000	9.1		
T	2013-11-12 13:33:44	50.328172000	-4.121377000	7.8		
T	2013-11-12 13:33:45	50.328154000	-4.121434000	6.9		
T	2013-11-12 13:33:46	50.328137000	-4.121479000	6.2		
T	2013-11-12 13:33:48	50.328115000	-4.121526000	5.6		
T	2013-11-12 13:38:44	50.328092000	-4.121458000	6.8		
T	2013-11-12 13:39:22	50.328120000	-4.121467000	6.5		
T	2013-11-12 13:40:08	50.328149000	-4.121440000	6.8		
T	2013-11-12 13:40:10	50.328184000	-4.121380000	7.7		
T	2013-11-12 13:40:12	50.328217000	-4.121324000	8.4		
T	2013-11-12 13:40:13	50.328229000	-4.121284000	9.0		
T	2013-11-12 13:40:14	50.328237000	-4.121239000	9.4		
T	2013-11-12 13:40:15	50.328245000	-4.121192000	9.3		
T	2013-11-12 13:40:16	50.328250000	-4.121146000	9.3		
T	2013-11-12 13:40:17	50.328252000	-4.121097000	9.3		
T	2013-11-12 13:40:18	50.328254000	-4.121049000	9.3		
T	2013-11-12 13:40:19	50.328258000	-4.120997000	9.3		
T	2013-11-12 13:40:20	50.328267000	-4.120943000	9.2		
T	2013-11-12 13:40:21	50.328272000	-4.120887000	9.0		
T	2013-11-12 13:40:22	50.328276000	-4.120828000	8.9		
T	2013-11-12 13:40:23	50.328281000	-4.120768000	8.8		
T	2013-11-12 13:40:24	50.328290000	-4.120711000	8.7		
T	2013-11-12 13:40:25	50.328299000	-4.120655000	8.8		
T	2013-11-12 13:40:26	50.328310000	-4.120597000	9.1		
T	2013-11-12 13:40:27	50.328324000	-4.120526000	9.4		
T	2013-11-12 13:40:28	50.328338000	-4.120463000	9.7		
T	2013-11-12 13:40:29	50.328357000	-4.120406000	8.5		
T	2013-11-12 13:40:30	50.328378000	-4.120357000	8.8		
T	2013-11-12 13:40:31	50.328405000	-4.120305000	9.1		
T	2013-11-12 13:40:32	50.328428000	-4.120257000	9.4		
T	2013-11-12 13:40:33	50.328450000	-4.120205000	9.7		
T	2013-11-12 13:40:34	50.328470000	-4.120154000	10.0		
T	2013-11-12 13:40:35	50.328487000	-4.120101000	10.3		
T	2013-11-12 13:40:36	50.328504000	-4.120047000	10.7		
T	2013-11-12 13:40:37	50.328519000	-4.119992000	11.0		
T	2013-11-12 13:40:38	50.328525000	-4.119946000	11.3		
T	2013-11-12 13:40:40	50.328527000	-4.119870000	12.0		
T	2013-11-12 13:40:41	50.328530000	-4.119818000	12.4		
T	2013-11-12 13:40:42	50.328534000	-4.119762000	12.8		
T	2013-11-12 13:40:43	50.328541000	-4.119709000	13.2		
T	2013-11-12 13:40:44	50.328544000	-4.119657000	13.6		
T	2013-11-12 13:40:45	50.328550000	-4.119599000	14.0		
T	2013-11-12 13:40:46	50.328554000	-4.119549000	14.5		
T	2013-11-12 13:40:47	50.328563000	-4.119493000	15.0		
T	2013-11-12 13:40:48	50.328569000	-4.119444000	15.5		
T	2013-11-12 13:40:49	50.328579000	-4.119390000	16.0		
T	2013-11-12 13:40:50	50.328585000	-4.119342000	16.5		
T	2013-11-12 13:40:51	50.328589000	-4.119298000	17.0		
T	2013-11-12 13:40:52	50.328596000	-4.119252000	17.4		
T	2013-11-12 13:40:53	50.328604000	-4.119203000	17.8		
T	2013-11-12 13:40:54	50.328617000	-4.119157000	18.2		
T	2013-11-12 13:40:56	50.328644000	-4.119080000	18.7		
T	2013-11-12 13:40:57	50.328661000	-4.119043000	18.9		
T	2013-11-12 13:40:58	50.328681000	-4.119001000	19.2		
T	2013-11-12 13:40:59	50.328701000	-4.118961000	19.3		
T	2013-11-12 13:41:00	50.328723000	-4.118921000	19.5		
T	2013-11-12 13:41:01	50.328753000	-4.118881000	12.5		
T	2013-11-12 13:41:02	50.328785000	-4.118843000	12.7		
T	2013-11-12 13:41:03	50.328818000	-4.118807000	12.9		
T	2013-11-12 13:41:04	50.328846000	-4.118776000	13.2		
T	2013-11-12 13:41:05	50.328872000	-4.118751000	13.4		
T	2013-11-12 13:41:06	50.328903000	-4.118728000	19.6		
T	2013-11-12 13:41:07	50.328939000	-4.118706000	19.5		
T	2013-11-12 13:41:08	50.328976000	-4.118689000	19.3		
T	2013-11-12 13:41:09	50.329014000	-4.118670000	19.1		
T	2013-11-12 13:41:10	50.329053000	-4.118652000	19.0		
T	2013-11-12 13:41:11	50.329089000	-4.118638000	18.8		
T	2013-11-12 13:41:12	50.329121000	-4.118624000	18.6		
T	2013-11-12 13:41:13	50.329155000	-4.118615000	18.4		
T	2013-11-12 13:41:14	50.329187000	-4.118611000	18.1		
T	2013-11-12 13:41:15	50.329216000	-4.118606000	17.9		
T	2013-11-12 13:41:16	50.329246000	-4.118602000	17.7		
T	2013-11-12 13:41:17	50.329273000	-4.118596000	17.5		
T	2013-11-12 13:41:19	50.329326000	-4.118589000	17.1		
T	2013-11-12 13:41:20	50.329354000	-4.118582000	16.9		
T	2013-11-12 13:41:21	50.329383000	-4.118569000	16.8		
T	2013-11-12 13:41:23	50.329428000	-4.118546000	16.7		
T	2013-11-12 13:41:25	50.329471000	-4.118516000	16.7		
T	2013-11-12 13:41:27	50.329514000	-4.118486000	16.8		
T	2013-11-12 13:41:29	50.329563000	-4.118466000	16.6		
T	2013-11-12 13:41:31	50.329613000	-4.118438000	17.0		
T	2013-11-12 13:41:32	50.329641000	-4.118421000	17.4		
T	2013-11-12 13:41:33	50.329668000	-4.118400000	17.9		
T	2013-11-12 13:41:34	50.329694000	-4.118374000	18.4		
T	2013-11-12 13:41:35	50.329720000	-4.118352000	18.9		
T	2013-11-12 13:41:36	50.329747000	-4.118329000	19.5		
T	2013-11-12 13:41:38	50.329796000	-4.118308000	20.1		
T	2013-11-12 13:41:40	50.329837000	-4.118300000	20.4		
T	2013-11-12 13:41:42	50.329884000	-4.118289000	20.9		
T	2013-11-12 13:41:44	50.329934000	-4.118286000	21.2		
T	2013-11-12 13:41:45	50.329961000	-4.118286000	21.4		
T	2013-11-12 13:41:46	50.329989000	-4.118283000	21.6		
T	2013-11-12 13:41:47	50.330018000	-4.118279000	21.8		
T	2013-11-12 13:41:48	50.330047000	-4.118279000	22.0		
T	2013-11-12 13:41:49	50.330076000	-4.118279000	22.1		
T	2013-11-12 13:41:50	50.330107000	-4.118282000	22.2		
T	2013-11-12 13:41:51	50.330138000	-4.118285000	22.4		
T	2013-11-12 13:41:52	50.330174000	-4.118294000	22.4		
T	2013-11-12 13:41:53	50.330213000	-4.118303000	22.5		
T	2013-11-12 13:41:54	50.330246000	-4.118308000	22.5		
T	2013-11-12 13:41:55	50.330276000	-4.118311000	22.7		
T	2013-11-12 13:41:56	50.330305000	-4.118315000	22.7		
T	2013-11-12 13:41:57	50.330335000	-4.118321000	22.8		
T	2013-11-12 13:41:58	50.330366000	-4.118326000	22.9		
T	2013-11-12 13:41:59	50.330397000	-4.118329000	23.0		
T	2013-11-12 13:42:00	50.330427000	-4.118329000	23.1		
T	2013-11-12 13:42:01	50.330459000	-4.118332000	23.2		
T	2013-11-12 13:42:02	50.330487000	-4.118336000	23.2		
T	2013-11-12 13:42:03	50.330518000	-4.118342000	23.2		
T	2013-11-12 13:42:04	50.330552000	-4.118349000	23.2		
T	2013-11-12 13:42:05	50.330587000	-4.118357000	23.1		
T	2013-11-12 13:42:06	50.330620000	-4.118365000	23.1		
T	2013-11-12 13:42:07	50.330658000	-4.118377000	23.0		
T	2013-11-12 13:42:08	50.330693000	-4.118390000	22.9		
T	2013-11-12 13:42:09	50.330733000	-4.118406000	22.7		
T	2013-11-12 13:42:10	50.330773000	-4.118419000	22.6		
T	2013-11-12 13:42:11	50.330814000	-4.118436000	22.3		
T	2013-11-12 13:42:12	50.330859000	-4.118451000	22.2		
T	2013-11-12 13:42:13	50.330905000	-4.118466000	22.0		
T	2013-11-12 13:42:14	50.330954000	-4.118485000	21.8		
T	2013-11-12 13:42:15	50.331008000	-4.118503000	21.6		
T	2013-11-12 13:42:16	50.331063000	-4.118520000	21.4		
T	2013-11-12 13:42:17	50.331119000	-4.118540000	21.1		
T	2013-11-12 13:42:18	50.331177000	-4.118560000	20.9		
T	2013-11-12 13:42:19	50.331240000	-4.118573000	20.8		
T	2013-11-12 13:42:20	50.331303000	-4.118582000	20.5		
T	2013-11-12 13:42:21	50.331360000	-4.118575000	20.6		
T	2013-11-12 13:42:22	50.331421000	-4.118568000	20.6		
T	2013-11-12 13:42:23	50.331485000	-4.118558000	20.7		
T	2013-11-12 13:42:24	50.331551000	-4.118544000	20.9		
T	2013-11-12 13:42:25	50.331619000	-4.118525000	21.2		
T	2013-11-12 13:42:26	50.331687000	-4.118501000	21.5		
T	2013-11-12 13:42:27	50.331765000	-4.118466000	22.1		
T	2013-11-12 13:42:28	50.331854000	-4.118433000	22.6		
T	2013-11-12 13:42:29	50.331945000	-4.118405000	22.9		
T	2013-11-12 13:42:30	50.332039000	-4.118383000	23.1		
T	2013-11-12 13:42:31	50.332130000	-4.118398000	22.7		
T	2013-11-12 13:42:32	50.332225000	-4.118413000	22.2		
T	2013-11-12 13:42:33	50.332322000	-4.118445000	21.4		
T	2013-11-12 13:42:34	50.332413000	-4.118484000	20.5		
T	2013-11-12 13:42:35	50.332491000	-4.118506000	19.9		
T	2013-11-12 13:42:36	50.332567000	-4.118551000	19.0		
T	2013-11-12 13:42:37	50.332637000	-4.118592000	18.1		
T	2013-11-12 13:42:38	50.332719000	-4.118643000	17.1		
T	2013-11-12 13:42:39	50.332803000	-4.118702000	16.0		
T	2013-11-12 13:42:40	50.332886000	-4.118760000	11.1		
T	2013-11-12 13:42:41	50.332968000	-4.118814000	14.3		
T	2013-11-12 13:42:42	50.333050000	-4.118869000	13.9		
T	2013-11-12 13:42:43	50.333126000	-4.118927000	13.5		
T	2013-11-12 13:42:44	50.333191000	-4.118978000	13.1		
T	2013-11-12 13:42:45	50.333253000	-4.119031000	12.6		
T	2013-11-12 13:42:46	50.333321000	-4.119090000	12.1		
T	2013-11-12 13:42:47	50.333378000	-4.119147000	11.6		
T	2013-11-12 13:42:48	50.333439000	-4.119216000	10.9		
T	2013-11-12 13:42:49	50.333499000	-4.119288000	10.1		
T	2013-11-12 13:42:50	50.333558000	-4.119364000	9.3		
T	2013-11-12 13:42:51	50.333607000	-4.119425000	8.6		
T	2013-11-12 13:42:52	50.333668000	-4.119504000	7.7		
T	2013-11-12 13:42:53	50.333719000	-4.119567000	7.1		
T	2013-11-12 13:42:54	50.333771000	-4.119636000	7.0		
T	2013-11-12 13:42:55	50.333822000	-4.119701000	7.2		
T	2013-11-12 13:42:56	50.333882000	-4.119772000	7.4		
T	2013-11-12 13:42:57	50.333940000	-4.119842000	7.5		
T	2013-11-12 13:42:58	50.334001000	-4.119915000	7.6		
T	2013-11-12 13:42:59	50.334064000	-4.119987000	7.7		
T	2013-11-12 13:43:00	50.334125000	-4.120067000	7.7		
T	2013-11-12 13:43:01	50.334176000	-4.120140000	7.6		
T	2013-11-12 13:43:02	50.334237000	-4.120214000	7.5		
T	2013-11-12 13:43:03	50.334296000	-4.120275000	7.4		
T	2013-11-12 13:43:04	50.334348000	-4.120328000	7.3		
T	2013-11-12 13:43:05	50.334423000	-4.120247000	8.5		
T	2013-11-12 13:43:06	50.334482000	-4.120212000	9.2		
T	2013-11-12 13:43:07	50.334528000	-4.120153000	10.1		
T	2013-11-12 13:43:08	50.334566000	-4.120091000	11.0		
T	2013-11-12 13:43:09	50.334597000	-4.120024000	11.7		
T	2013-11-12 13:43:10	50.334621000	-4.119960000	12.1		
T	2013-11-12 13:43:11	50.334641000	-4.119902000	12.5		
T	2013-11-12 13:43:12	50.334652000	-4.119845000	12.9		
T	2013-11-12 13:43:13	50.334662000	-4.119791000	13.3		
T	2013-11-12 13:43:14	50.334670000	-4.119740000	13.7		
T	2013-11-12 13:43:15	50.334678000	-4.119693000	14.1		
T	2013-11-12 13:43:16	50.334683000	-4.119646000	14.5		
T	2013-11-12 13:43:17	50.334688000	-4.119603000	14.8		
T	2013-11-12 13:43:19	50.334700000	-4.119536000	15.4		
T	2013-11-12 13:43:20	50.334710000	-4.119496000	15.7		
T	2013-11-12 13:43:21	50.334722000	-4.119453000	16.1		
T	2013-11-12 13:43:22	50.334733000	-4.119409000	16.4		
T	2013-11-12 13:43:23	50.334744000	-4.119366000	16.8		
T	2013-11-12 13:43:25	50.334765000	-4.119289000	17.4		
T	2013-11-12 13:43:27	50.334784000	-4.119217000	17.9		
T	2013-11-12 13:43:29	50.334800000	-4.119143000	18.5		
T	2013-11-12 13:43:31	50.334820000	-4.119070000	19.1		
T	2013-11-12 13:43:32	50.334832000	-4.119028000	19.4		
T	2013-11-12 13:43:33	50.334839000	-4.118987000	19.8		
T	2013-11-12 13:43:34	50.334837000	-4.118939000	20.3		
T	2013-11-12 13:43:36	50.334830000	-4.118856000	21.2		
T	2013-11-12 13:43:38	50.334806000	-4.118782000	22.3		
T	2013-11-12 13:43:40	50.334779000	-4.118711000	23.3		
T	2013-11-12 13:43:42	50.334750000	-4.118638000	24.5		
T	2013-11-12 13:43:43	50.334735000	-4.118599000	25.1		
T	2013-11-12 13:43:45	50.334710000	-4.118537000	26.1		
T	2013-11-12 13:43:47	50.334683000	-4.118476000	27.1		
T	2013-11-12 13:43:49	50.334652000	-4.118403000	28.4		
T	2013-11-12 13:43:51	50.334626000	-4.118343000	29.4		
T	2013-11-12 13:43:53	50.334594000	-4.118274000	30.6		
T	2013-11-12 13:43:55	50.334568000	-4.118212000	31.4		
T	2013-11-12 13:43:56	50.334550000	-4.118179000	31.7		
T	2013-11-12 13:43:57	50.334526000	-4.118140000	32.1		
T	2013-11-12 13:43:58	50.334505000	-4.118103000	32.5		
T	2013-11-12 13:43:59	50.334485000	-4.118069000	32.9		
T	2013-11-12 13:44:01	50.334454000	-4.118009000	33.5		
T	2013-11-12 13:44:03	50.334428000	-4.117961000	34.1		
T	2013-11-12 13:44:05	50.334400000	-4.117900000	34.7		
T	2013-11-12 13:44:07	50.334373000	-4.117842000	35.3		
T	2013-11-12 13:44:09	50.334347000	-4.117785000	35.8		
T	2013-11-12 13:44:11	50.334321000	-4.117716000	36.4		
T	2013-11-12 13:44:13	50.334297000	-4.117646000	37.1		
T	2013-11-12 13:44:15	50.334274000	-4.117577000	37.8		
T	2013-11-12 13:44:17	50.334251000	-4.117497000	38.6		
T	2013-11-12 13:44:19	50.334237000	-4.117433000	39.3		
T	2013-11-12 13:44:20	50.334226000	-4.117391000	39.7		
T	2013-11-12 13:44:21	50.334217000	-4.117350000	40.2		
T	2013-11-12 13:44:22	50.334206000	-4.117305000	40.6		
T	2013-11-12 13:44:24	50.334196000	-4.117247000	41.2		
T	2013-11-12 13:44:26	50.334197000	-4.117185000	41.9		
T	2013-11-12 13:44:28	50.334196000	-4.117096000	42.9		
T	2013-11-12 13:44:30	50.334191000	-4.117016000	43.8		
T	2013-11-12 13:44:32	50.334188000	-4.116950000	44.5		
T	2013-11-12 13:44:34	50.334183000	-4.116869000	45.4		
T	2013-11-12 13:44:36	50.334176000	-4.116796000	46.3		
T	2013-11-12 13:44:38	50.334165000	-4.116746000	46.8		
T	2013-11-12 13:44:39	50.334157000	-4.116702000	47.4		
T	2013-11-12 13:44:41	50.334145000	-4.116639000	48.1		
T	2013-11-12 13:44:43	50.334130000	-4.116570000	48.9		
T	2013-11-12 13:44:45	50.334112000	-4.116505000	49.6		
T	2013-11-12 13:44:47	50.334095000	-4.116448000	50.3		
T	2013-11-12 13:44:49	50.334085000	-4.116396000	50.9		
T	2013-11-12 13:44:51	50.334068000	-4.116324000	51.8		
T	2013-11-12 13:44:52	50.334061000	-4.116271000	52.4		
T	2013-11-12 13:44:53	50.334057000	-4.116225000	52.8		
T	2013-11-12 13:44:56	50.334047000	-4.116151000	53.5		
T	2013-11-12 13:44:58	50.334033000	-4.116090000	54.0		
T	2013-11-12 13:45:00	50.334018000	-4.116021000	54.6		
T	2013-11-12 13:45:02	50.334010000	-4.115969000	55.1		
T	2013-11-12 13:45:04	50.334001000	-4.115905000	55.6		
T	2013-11-12 13:45:06	50.333990000	-4.115855000	56.1		
T	2013-11-12 13:45:08	50.333981000	-4.115790000	56.7		
T	2013-11-12 13:45:10	50.333971000	-4.115727000	57.3		
T	2013-11-12 13:45:11	50.333962000	-4.115679000	57.7		
T	2013-11-12 13:45:13	50.333946000	-4.115614000	58.3		
T	2013-11-12 13:45:15	50.333925000	-4.115557000	58.9		
T	2013-11-12 13:45:16	50.333919000	-4.115515000	59.3		
T	2013-11-12 13:45:17	50.333907000	-4.115477000	59.7		
T	2013-11-12 13:45:19	50.333887000	-4.115402000	60.5		
T	2013-11-12 13:45:21	50.333873000	-4.115337000	61.2		
T	2013-11-12 13:45:23	50.333862000	-4.115272000	62.0		
T	2013-11-12 13:45:24	50.333857000	-4.115228000	62.4		
T	2013-11-12 13:45:25	50.333852000	-4.115185000	62.9		
T	2013-11-12 13:45:27	50.333846000	-4.115105000	63.8		
T	2013-11-12 13:45:28	50.333842000	-4.115062000	64.2		
T	2013-11-12 13:45:29	50.333837000	-4.115015000	64.8		
T	2013-11-12 13:45:30	50.333831000	-4.114962000	65.4		
T	2013-11-12 13:45:31	50.333826000	-4.114914000	65.9		
T	2013-11-12 13:45:32	50.333823000	-4.114870000	66.4		
T	2013-11-12 13:45:34	50.333815000	-4.114770000	67.5		
T	2013-11-12 13:45:35	50.333812000	-4.114725000	68.0		
T	2013-11-12 13:45:37	50.333807000	-4.114642000	68.9		
T	2013-11-12 13:45:39	50.333806000	-4.114562000	69.6		
T	2013-11-12 13:45:41	50.333802000	-4.114470000	70.1		
T	2013-11-12 13:45:42	50.333799000	-4.114413000	70.4		
T	2013-11-12 13:45:43	50.333793000	-4.114358000	70.7		
T	2013-11-12 13:45:44	50.333786000	-4.114316000	71.0		
T	2013-11-12 13:45:45	50.333778000	-4.114275000	71.2		
T	2013-11-12 13:45:46	50.333766000	-4.114226000	71.6		
T	2013-11-12 13:45:47	50.333752000	-4.114175000	71.9		
T	2013-11-12 13:45:49	50.333736000	-4.114130000	72.2		
T	2013-11-12 13:45:52	50.333720000	-4.114090000	72.4		
T	2013-11-12 13:45:55	50.333713000	-4.114026000	72.7		
T	2013-11-12 13:45:57	50.333706000	-4.113966000	73.1		
T	2013-11-12 13:45:58	50.333692000	-4.113920000	73.3		
T	2013-11-12 13:45:59	50.333675000	-4.113865000	73.6		
T	2013-11-12 13:46:00	50.333662000	-4.113816000	73.9		
T	2013-11-12 13:46:01	50.333646000	-4.113771000	74.1		
T	2013-11-12 13:46:02	50.333632000	-4.113719000	74.4		
T	2013-11-12 13:46:04	50.333613000	-4.113646000	74.8		
T	2013-11-12 13:46:05	50.333601000	-4.113604000	75.1		
T	2013-11-12 13:46:06	50.333586000	-4.113550000	75.4		
T	2013-11-12 13:46:07	50.333569000	-4.113484000	75.8		
T	2013-11-12 13:46:09	50.333547000	-4.113433000	76.1		
T	2013-11-12 13:46:11	50.333522000	-4.113378000	76.5		
T	2013-11-12 13:46:13	50.333503000	-4.113330000	76.8		
T	2013-11-12 13:46:29	50.333479000	-4.113268000	77.2		
